emp_no,first_name,last_name,hire_date,to_date,title,birth_date
71188,Pranjal,Schapiro,1986-12-14,9999-01-01,Senior Staff,1965-01-02
71243,Kinh,Buchter,1986-03-29,9999-01-01,Senior Engineer,1965-01-10
71334,Cathie,Peck,1985-11-07,9999-01-01,Senior Engineer,1965-01-15
71334,Cathie,Peck,1985-11-07,9999-01-01,Senior Engineer,1965-01-15
71685,Kristinn,Olano,1988-04-24,9999-01-01,Senior Engineer,1965-01-01
71710,Hitomi,Takanami,1991-02-11,9999-01-01,Assistant Engineer,1965-01-31
71745,Adil,Laventhal,1992-05-13,9999-01-01,Engineer,1965-01-02
72190,Sajjad,Waeselynck,1988-05-01,9999-01-01,Engineer,1965-01-19
72194,Feiyu,Siepmann,1998-10-01,9999-01-01,Senior Engineer,1965-01-26
72232,Naraig,Veldwijk,1989-07-10,9999-01-01,Senior Engineer,1965-01-10
72640,Honglan,Hutton,1993-10-04,9999-01-01,Senior Engineer,1965-01-24
72918,Takahira,Szilard,1988-01-16,9999-01-01,Senior Staff,1965-01-22
73076,Froduald,Feldhoffer,1989-02-26,9999-01-01,Senior Engineer,1965-01-22
73233,Shigeo,Merey,1985-07-30,9999-01-01,Senior Engineer,1965-01-15
73516,Qingxiang,Badache,1989-06-25,9999-01-01,Senior Engineer,1965-01-14
73743,Anneke,Bernardeschi,1991-04-05,9999-01-01,Engineer,1965-01-15
73743,Anneke,Bernardeschi,1991-04-05,9999-01-01,Engineer,1965-01-15
74200,Holgard,Weiland,1990-01-02,9999-01-01,Senior Engineer,1965-01-16
74344,Hiroyasu,Provine,1994-11-25,9999-01-01,Engineer,1965-02-01
74668,Masako,Bonifati,1987-04-09,9999-01-01,Senior Staff,1965-01-01
74800,Yuuichi,Conde,1989-03-08,9999-01-01,Senior Engineer,1965-01-25
75354,Shuky,Jakobus,1986-06-16,9999-01-01,Senior Engineer,1965-01-11
75703,Kyoichi,Erman,1993-02-12,9999-01-01,Senior Engineer,1965-01-08
76189,Kolar,Hinsberger,1986-10-20,9999-01-01,Senior Engineer,1965-01-02
76201,Arif,Preusig,1992-04-02,9999-01-01,Senior Engineer,1965-01-10
76640,Tristan,Mitsuhashi,1989-02-18,9999-01-01,Senior Engineer,1965-01-02
77030,Faiza,Garnham,1986-03-02,9999-01-01,Technique Leader,1965-01-02
77303,Xinglin,Birge,1987-09-20,9999-01-01,Senior Staff,1965-01-18
77647,Niranjan,Schaaf,1989-10-01,9999-01-01,Technique Leader,1965-01-07
77815,Ronghao,Picaronny,1993-06-09,9999-01-01,Engineer,1965-01-21
78106,Ashish,Ratnaker,1986-11-10,9999-01-01,Senior Staff,1965-01-09
78106,Ashish,Ratnaker,1986-11-10,9999-01-01,Senior Staff,1965-01-09
78363,Susumu,Fritzsche,1998-06-23,9999-01-01,Engineer,1965-01-03
78469,Leucio,Cappelli,1997-08-22,9999-01-01,Staff,1965-01-28
78871,Conor,Ghandeharizadeh,1985-05-25,9999-01-01,Senior Engineer,1965-01-15
79043,Katsuo,Hockney,1987-11-06,9999-01-01,Technique Leader,1965-01-24
79171,Guiseppe,Ellozy,1990-01-14,9999-01-01,Senior Engineer,1965-01-19
79310,Jeong,Cunliffe,1987-11-21,9999-01-01,Senior Staff,1965-01-24
79606,Arnd,Peir,1986-12-11,9999-01-01,Senior Engineer,1965-01-03
79763,Sanjoy,Barreiro,1988-04-09,9999-01-01,Senior Staff,1965-01-20
79895,Fei,Murtagh,1986-01-19,9999-01-01,Senior Staff,1965-01-30
80067,Kazuhisa,Weiland,1985-11-09,9999-01-01,Senior Staff,1965-01-19
80203,Shakhar,Baik,1989-02-26,9999-01-01,Staff,1965-01-22
80432,Stella,Figueira,1990-03-14,9999-01-01,Senior Staff,1965-01-17
80731,Shaowen,Eldridge,1987-12-05,9999-01-01,Senior Staff,1965-01-25
80850,Koldo,Luit,1993-11-19,9999-01-01,Senior Engineer,1965-02-01
80889,Shigeo,Linnainmaa,1985-07-30,9999-01-01,Senior Engineer,1965-01-07
80948,Harjit,Bardell,1991-05-24,9999-01-01,Senior Engineer,1965-01-27
81105,Jaewon,Boissier,1988-01-15,9999-01-01,Senior Engineer,1965-01-14
81545,Larisa,Kornyak,1989-03-05,9999-01-01,Technique Leader,1965-01-13
81545,Larisa,Kornyak,1989-03-05,9999-01-01,Technique Leader,1965-01-13
81644,Divine,Ghandeharizadeh,1995-08-01,9999-01-01,Staff,1965-01-05
81995,Sreekrishna,Brender,1985-09-14,9999-01-01,Senior Engineer,1965-01-10
82069,Yechezkel,Perfilyeva,1994-11-03,9999-01-01,Senior Engineer,1965-01-20
82098,Poornachandra,Wilharm,1990-01-18,9999-01-01,Senior Engineer,1965-01-25
82351,Stevo,Thambidurai,1989-10-27,9999-01-01,Senior Staff,1965-01-26
82511,Uwe,Koblick,1991-07-21,9999-01-01,Engineer,1965-01-27
82919,Shigeu,Claffy,1985-11-11,9999-01-01,Engineer,1965-01-05
82919,Shigeu,Claffy,1985-11-11,9999-01-01,Engineer,1965-01-05
82928,Alselm,Rikino,1990-11-16,9999-01-01,Senior Engineer,1965-01-27
83280,Francesca,Ellozy,1992-03-17,9999-01-01,Senior Engineer,1965-01-07
83289,Shigeichiro,Engelmann,1992-02-29,9999-01-01,Senior Engineer,1965-01-09
83509,Breannda,Collavizza,1989-10-12,9999-01-01,Senior Engineer,1965-01-04
83544,Leaf,Baak,1986-02-06,9999-01-01,Senior Staff,1965-01-18
83714,Ohad,Kilgore,1990-07-01,9999-01-01,Senior Engineer,1965-01-27
83714,Ohad,Kilgore,1990-07-01,9999-01-01,Senior Engineer,1965-01-27
83805,Manohar,Harllee,1986-05-29,9999-01-01,Senior Engineer,1965-01-23
83941,Zsolt,Hagimont,1994-01-12,9999-01-01,Senior Staff,1965-01-11
84029,Babette,Eugenio,1996-03-05,9999-01-01,Staff,1965-01-27
84179,Shuichi,Nanard,1989-03-14,9999-01-01,Senior Engineer,1965-01-25
84236,Eberhardt,Barriga,1987-06-04,9999-01-01,Senior Staff,1965-01-18
84315,Kristina,Baumann,1996-09-26,9999-01-01,Assistant Engineer,1965-01-23
84451,Shiv,Aumann,1988-01-21,9999-01-01,Senior Engineer,1965-01-20
84508,Tommaso,Vidya,1998-05-02,9999-01-01,Engineer,1965-01-17
84840,Sverrir,Neimat,1995-03-19,9999-01-01,Staff,1965-01-14
84922,Parke,Unno,1987-06-18,9999-01-01,Engineer,1965-01-22
84942,Shin,Fujisaki,1988-02-23,9999-01-01,Technique Leader,1965-01-15
85216,Ferdinand,Rosiles,1997-07-08,9999-01-01,Senior Staff,1965-01-18
85288,Younwoo,Luders,1993-06-28,9999-01-01,Senior Engineer,1965-01-06
85288,Younwoo,Luders,1993-06-28,9999-01-01,Senior Engineer,1965-01-06
85414,Chiradeep,Callaway,1999-01-19,9999-01-01,Staff,1965-01-14
85445,Yongdong,Pollock,1997-11-21,9999-01-01,Staff,1965-01-09
85702,Udi,Merks,1987-08-22,9999-01-01,Engineer,1965-01-04
85874,Pasqua,Taubman,1986-06-23,9999-01-01,Senior Staff,1965-01-30
86213,Kristine,Clemencon,1987-11-12,9999-01-01,Senior Staff,1965-01-28
86213,Kristine,Clemencon,1987-11-12,9999-01-01,Senior Staff,1965-01-28
86354,Ronghao,Segond,1989-11-11,9999-01-01,Senior Engineer,1965-01-27
86422,Jaewon,Thummel,1985-09-14,9999-01-01,Senior Staff,1965-02-01
86546,Oldrich,Woycyznski,1985-05-15,9999-01-01,Senior Engineer,1965-01-09
86655,Zhenhua,Lorys,1990-04-29,9999-01-01,Engineer,1965-01-01
86672,JoAnne,Anido,1985-03-05,9999-01-01,Staff,1965-01-15
87129,Keung,Neiman,1992-01-09,9999-01-01,Staff,1965-01-16
87353,Quingbo,Coombs,1991-03-04,9999-01-01,Senior Engineer,1965-01-07
87714,Khun,Janetzko,1989-09-13,9999-01-01,Engineer,1965-01-16
87729,Yongmin,Roccetti,1986-12-10,9999-01-01,Senior Staff,1965-01-24
87783,Conor,Thorensen,1987-06-07,9999-01-01,Senior Engineer,1965-01-26
88103,Goo,Bresenham,1998-03-05,9999-01-01,Senior Staff,1965-01-09
88411,Lena,Cannane,1988-08-13,9999-01-01,Engineer,1965-01-31
88422,Jungsoon,Birsak,1985-04-03,9999-01-01,Technique Leader,1965-01-28
88647,Vasiliy,Ratnaker,1995-03-12,9999-01-01,Engineer,1965-01-10
88958,Vojin,Coombs,1994-11-08,9999-01-01,Senior Staff,1965-01-22
88965,Mang,Hedayat,1995-05-22,9999-01-01,Engineer,1965-01-20
89048,Otmar,Birjandi,1985-03-23,9999-01-01,Senior Engineer,1965-01-24
89090,Tetsushi,Theuretzbacher,1990-02-01,9999-01-01,Senior Staff,1965-01-26
89161,Conal,Yetto,1991-01-12,9999-01-01,Senior Staff,1965-01-07
89207,Along,Erol,1992-10-16,9999-01-01,Senior Staff,1965-01-15
89346,Mansur,Comyn,1996-08-15,9999-01-01,Engineer,1965-01-13
89590,Guther,Rothenberg,1989-01-28,9999-01-01,Senior Staff,1965-01-27
89664,Pranjal,Rossi,1998-07-07,9999-01-01,Staff,1965-01-20
89680,Aiman,Mawatari,1988-05-01,9999-01-01,Senior Engineer,1965-01-27
89806,Xiadong,Shinomoto,1996-02-29,9999-01-01,Senior Engineer,1965-01-27
89922,Alexius,Ibel,1988-04-24,9999-01-01,Senior Engineer,1965-01-26
89941,Arnould,Weedman,1989-07-28,9999-01-01,Senior Staff,1965-01-23
90077,Vivian,Guerreiro,1985-11-21,9999-01-01,Engineer,1965-01-24
90084,Renny,Bale,1989-11-22,9999-01-01,Senior Engineer,1965-01-01
90211,Bader,Denis,1997-02-24,9999-01-01,Engineer,1965-01-15
90292,Koichi,Assaf,1990-05-26,9999-01-01,Senior Engineer,1965-01-09
90518,Fumiko,Chepyzhov,1988-01-28,9999-01-01,Senior Staff,1965-01-24
90614,Yonghoan,Trogemann,1988-09-23,9999-01-01,Engineer,1965-01-29
90692,Rajmohan,DasSarma,1985-09-14,9999-01-01,Senior Staff,1965-01-03
91172,Kazuhisa,Melter,1987-07-16,9999-01-01,Senior Staff,1965-01-19
91182,Lucien,Schwartzburd,1988-08-25,9999-01-01,Senior Engineer,1965-01-04
91229,Yahiko,Hebden,1985-07-16,9999-01-01,Senior Engineer,1965-01-01
91256,Gunilla,Milicic,1994-10-17,9999-01-01,Staff,1965-01-13
91333,Lobel,Stafford,1998-06-18,9999-01-01,Staff,1965-01-27
91415,Jamaludin,Nilsson,1987-01-15,9999-01-01,Senior Staff,1965-01-04
91648,Dmitry,Msuda,1985-08-24,9999-01-01,Senior Staff,1965-01-29
92438,Aria,Kilgore,1986-05-18,9999-01-01,Senior Engineer,1965-01-04
92438,Aria,Kilgore,1986-05-18,9999-01-01,Senior Engineer,1965-01-04
92454,Visit,McFarlan,1987-10-22,9999-01-01,Senior Engineer,1965-01-24
92577,Zhanqiu,Farrow,1996-10-01,9999-01-01,Assistant Engineer,1965-01-06
92598,Ranga,Merro,1996-05-11,9999-01-01,Assistant Engineer,1965-01-18
92685,Mang,Atchley,1990-03-13,9999-01-01,Senior Staff,1965-01-26
92841,Claude,Candan,1993-08-04,9999-01-01,Senior Staff,1965-01-22
92846,Anyuan,Kropatsch,1986-09-05,9999-01-01,Senior Staff,1965-01-11
92920,Huei,Hutter,1985-06-07,9999-01-01,Senior Engineer,1965-01-20
93040,Jaques,Kabayashi,1992-03-13,9999-01-01,Senior Engineer,1965-01-19
93220,Richara,Walston,1985-09-28,9999-01-01,Senior Engineer,1965-01-11
93278,Magdalena,Penn,1987-04-27,9999-01-01,Senior Engineer,1965-02-01
93549,Arie,Coullard,1986-11-01,9999-01-01,Senior Staff,1965-02-01
93549,Arie,Coullard,1986-11-01,9999-01-01,Senior Staff,1965-02-01
93600,Kristina,Neimat,1988-04-18,9999-01-01,Technique Leader,1965-01-13
94331,Ramzi,Cronau,1990-03-31,9999-01-01,Technique Leader,1965-01-26
94416,Aran,Cesareni,1989-08-04,9999-01-01,Senior Staff,1965-01-01
94416,Aran,Cesareni,1989-08-04,9999-01-01,Senior Staff,1965-01-01
94761,Hitofumi,Zaccaria,1988-11-22,9999-01-01,Senior Engineer,1965-01-27
94944,Heping,Matheson,1988-02-22,9999-01-01,Senior Engineer,1965-01-13
95181,Yishai,Cappelli,1995-03-23,9999-01-01,Staff,1965-01-28
95286,Kristin,Guerreiro,1986-10-31,9999-01-01,Senior Engineer,1965-01-18
95314,Rasiah,Koblick,1991-08-21,9999-01-01,Senior Staff,1965-01-22
95406,Alair,Lyonns,1996-05-25,9999-01-01,Engineer,1965-01-08
95416,Gianluca,Ramaiah,1989-11-14,9999-01-01,Engineer,1965-01-13
95509,Kristinn,Loncour,1990-05-24,9999-01-01,Engineer,1965-01-11
95920,Nobuyoshi,Hegner,1992-07-05,9999-01-01,Senior Staff,1965-01-19
96571,Kokou,Garrabrants,1994-12-03,9999-01-01,Senior Engineer,1965-01-13
96579,Mohan,Tasistro,1996-02-10,9999-01-01,Engineer,1965-01-18
96767,Arumugam,Vecchio,1985-08-14,9999-01-01,Senior Engineer,1965-01-07
97018,Jeanna,Chinen,1989-01-01,9999-01-01,Senior Engineer,1965-01-09
97623,Haldon,Janetzko,1990-09-11,9999-01-01,Senior Staff,1965-01-25
97661,Avishai,Hegner,1993-05-08,9999-01-01,Senior Staff,1965-01-31
98288,Sumali,Huttel,1989-09-12,9999-01-01,Senior Staff,1965-01-12
98306,Ziya,Kadhim,1985-02-16,9999-01-01,Senior Engineer,1965-01-16
98306,Ziya,Kadhim,1985-02-16,9999-01-01,Senior Engineer,1965-01-16
98639,Florina,Assaf,1996-05-18,9999-01-01,Staff,1965-01-29
99057,Shugo,Reeken,1987-11-10,9999-01-01,Staff,1965-01-30
99373,Xiaobin,Christianini,1985-12-25,9999-01-01,Senior Staff,1965-01-13
99377,Carrsten,Francisci,1991-06-16,9999-01-01,Senior Engineer,1965-01-18
99590,Dhritiman,Anily,1993-07-28,9999-01-01,Staff,1965-01-24
99654,Mahendra,Motley,1985-09-28,9999-01-01,Senior Staff,1965-01-30
100865,Hisao,Peral,1989-09-12,9999-01-01,Senior Engineer,1965-01-19
100916,Heejo,Aamodt,1990-04-30,9999-01-01,Senior Engineer,1965-01-18
101487,Abdelaziz,Sury,1991-01-31,9999-01-01,Senior Staff,1965-01-14
101647,Mori,Homond,1994-05-10,9999-01-01,Senior Staff,1965-01-22
101902,Mantis,Millington,1987-05-12,9999-01-01,Senior Staff,1965-01-14
102620,Adin,Templeman,1995-10-19,9999-01-01,Engineer,1965-01-03
102620,Adin,Templeman,1995-10-19,9999-01-01,Engineer,1965-01-03
103196,Djenana,Albarhamtoshy,1988-07-16,9999-01-01,Senior Staff,1965-01-16
103310,Visit,Swen,1993-03-07,9999-01-01,Senior Staff,1965-01-07
103316,Susanne,Peternell,1985-05-22,9999-01-01,Senior Engineer,1965-01-03
103342,Beshir,Hellwagner,1989-05-30,9999-01-01,Engineer,1965-01-03
103756,Heping,Halloran,1992-04-08,9999-01-01,Engineer,1965-01-31
104133,Pranjal,Zyda,1991-07-03,9999-01-01,Senior Staff,1965-01-31
104845,Werner,Lodder,1992-05-05,9999-01-01,Senior Staff,1965-01-29
104988,Parviz,Litzler,1992-08-08,9999-01-01,Senior Engineer,1965-01-07
105342,Kwun,Reeker,1997-01-20,9999-01-01,Technique Leader,1965-01-01
105356,Diederik,Matzov,1988-05-12,9999-01-01,Senior Engineer,1965-01-29
105356,Diederik,Matzov,1988-05-12,9999-01-01,Senior Engineer,1965-01-29
105432,Mohamadou,Stafford,1990-06-02,9999-01-01,Senior Engineer,1965-01-08
105520,Haldun,Lienhardt,1987-01-29,9999-01-01,Senior Staff,1965-01-01
105731,Sachem,Cromarty,1990-08-20,9999-01-01,Engineer,1965-01-15
106096,Naftali,Schurmann,1990-01-17,9999-01-01,Senior Engineer,1965-01-14
106242,Nevio,Thisen,1988-03-25,9999-01-01,Senior Staff,1965-02-01
106695,Lijie,Garrabrants,1985-10-02,9999-01-01,Senior Staff,1965-01-31
106695,Lijie,Garrabrants,1985-10-02,9999-01-01,Senior Staff,1965-01-31
106710,Babette,Anandan,1986-11-22,9999-01-01,Senior Staff,1965-01-31
107486,Siamak,Luiz,1987-02-11,9999-01-01,Senior Engineer,1965-01-23
107737,Fabrizio,Chleq,1985-09-06,9999-01-01,Senior Engineer,1965-01-23
107792,Shahab,Crooks,1986-01-29,9999-01-01,Senior Staff,1965-01-13
107828,Ramya,Walston,1989-02-03,9999-01-01,Senior Staff,1965-01-26
108091,Hisao,Ghemri,1985-03-30,9999-01-01,Senior Staff,1965-01-09
108198,Randi,Samarati,1985-11-08,9999-01-01,Senior Staff,1965-01-24
108316,Shai,Stellhorn,1992-05-21,9999-01-01,Senior Engineer,1965-01-02
108988,Oksana,Baek,1989-07-20,9999-01-01,Senior Staff,1965-01-19
109062,Jamaludin,Kandlur,1985-05-26,9999-01-01,Senior Engineer,1965-02-01
109211,Gor,Delgrande,1985-05-18,9999-01-01,Senior Engineer,1965-01-11
109211,Gor,Delgrande,1985-05-18,9999-01-01,Senior Engineer,1965-01-11
109252,Moty,Winter,1991-04-28,9999-01-01,Technique Leader,1965-01-15
109278,Bangqing,Schach,1988-03-22,9999-01-01,Senior Staff,1965-01-21
109552,Menkae,Etalle,1996-11-11,9999-01-01,Engineer,1965-01-31
109598,Stamatina,Auyong,1988-07-05,9999-01-01,Senior Staff,1965-02-01
109620,Mani,Cannata,1989-06-21,9999-01-01,Senior Staff,1965-01-02
109703,Arco,Walston,1991-09-10,9999-01-01,Engineer,1965-01-17
109741,Hatem,Fadgyas,1991-11-13,9999-01-01,Senior Engineer,1965-01-11
109953,Godehard,Chorvat,1988-04-10,9999-01-01,Senior Staff,1965-01-26
200267,Chuanti,Luff,1989-03-02,9999-01-01,Senior Staff,1965-01-08
200312,Akemi,Fujisaki,1986-12-16,9999-01-01,Senior Engineer,1965-01-27
200312,Akemi,Fujisaki,1986-12-16,9999-01-01,Senior Engineer,1965-01-27
200363,Kirk,Quaggetto,1987-06-30,9999-01-01,Senior Engineer,1965-01-10
200735,Dinah,Denos,1992-09-21,9999-01-01,Senior Staff,1965-01-09
200789,Susumu,Camurati,1991-12-15,9999-01-01,Senior Staff,1965-01-14
201229,Alejandra,Khasidashvili,1988-07-07,9999-01-01,Staff,1965-01-03
201708,Anneli,Perl,1992-09-08,9999-01-01,Senior Staff,1965-01-15
201709,Fan,Kakkad,1988-02-25,9999-01-01,Senior Staff,1965-01-01
201739,Genta,Terekhov,1994-02-27,9999-01-01,Assistant Engineer,1965-01-16
201801,Waiman,Genin,1988-10-30,9999-01-01,Senior Engineer,1965-01-12
201915,Sudharsan,DeMori,1991-05-03,9999-01-01,Senior Engineer,1965-01-02
202291,Ortrun,Schmiedel,1991-12-23,9999-01-01,Engineer,1965-01-16
202403,Gully,Perko,1992-03-31,9999-01-01,Engineer,1965-01-09
202414,Zvonko,Murthy,1988-05-06,9999-01-01,Senior Staff,1965-01-13
202552,Morris,Saoudi,1991-11-22,9999-01-01,Senior Engineer,1965-01-05
202826,Kerhong,Matzke,1986-11-14,9999-01-01,Senior Engineer,1965-01-19
202882,Isaac,Koshino,1993-02-17,9999-01-01,Senior Engineer,1965-01-25
202950,Giordano,Pietrzykowski,1986-01-30,9999-01-01,Senior Staff,1965-01-17
203474,Hugh,Jonsson,1991-07-06,9999-01-01,Senior Staff,1965-01-03
203495,Zongyan,Gips,1986-02-07,9999-01-01,Technique Leader,1965-01-02
203599,Ewing,DiGiano,1985-04-27,9999-01-01,Technique Leader,1965-01-21
203720,Sasan,Thimonier,1988-04-04,9999-01-01,Senior Staff,1965-01-30
203946,Yefim,Marwedel,1992-11-08,9999-01-01,Senior Staff,1965-01-23
204117,Jessie,Nooteboom,1991-09-09,9999-01-01,Staff,1965-01-10
204117,Jessie,Nooteboom,1991-09-09,9999-01-01,Staff,1965-01-10
204133,Susuma,Bergere,1993-08-09,9999-01-01,Senior Staff,1965-01-22
204246,Arve,Worfolk,1985-04-01,9999-01-01,Senior Staff,1965-01-09
204425,Gretta,Huttel,1986-09-01,9999-01-01,Senior Engineer,1965-01-03
204470,Hein,Lichtner,1995-04-03,9999-01-01,Senior Staff,1965-01-22
204470,Hein,Lichtner,1995-04-03,9999-01-01,Senior Staff,1965-01-22
204471,Franziska,Maginnis,1986-02-17,9999-01-01,Senior Engineer,1965-01-27
204764,Susanne,Mandelberg,1990-11-02,9999-01-01,Senior Engineer,1965-01-22
205018,Yahiko,Awdeh,1997-03-02,9999-01-01,Engineer,1965-01-26
205085,Moni,Kornyak,1987-07-23,9999-01-01,Technique Leader,1965-01-23
205174,Leszek,Spinelli,1986-12-19,9999-01-01,Staff,1965-01-05
205500,Mary,Setiz,1989-01-13,9999-01-01,Senior Engineer,1965-01-04
205627,Stabislas,Broder,1990-10-20,9999-01-01,Senior Engineer,1965-01-21
205660,Kien,Barreiro,1997-08-25,9999-01-01,Staff,1965-01-27
205660,Kien,Barreiro,1997-08-25,9999-01-01,Staff,1965-01-27
205699,Youjian,Yetto,1994-12-07,9999-01-01,Senior Staff,1965-01-31
205789,Limsoon,Skafidas,1993-06-30,9999-01-01,Senior Staff,1965-01-31
205863,Aiichiro,Kusalik,1990-10-04,9999-01-01,Senior Engineer,1965-01-06
206748,Yucai,Fabrizio,1986-11-15,9999-01-01,Staff,1965-01-07
206836,Guadalupe,Pfau,1987-02-12,9999-01-01,Senior Staff,1965-01-12
206966,Tzu,Sichman,1987-01-07,9999-01-01,Senior Engineer,1965-01-21
207021,Jacqueline,Akaboshi,1986-07-27,9999-01-01,Engineer,1965-01-20
207068,Zhiguo,Ariola,1993-06-26,9999-01-01,Senior Staff,1965-01-13
207204,Kellie,Schrooten,1991-01-17,9999-01-01,Engineer,1965-01-25
207401,Shuji,Barbanera,1987-08-10,9999-01-01,Senior Staff,1965-01-04
207551,Baziley,Falck,1993-06-01,9999-01-01,Assistant Engineer,1965-01-15
207779,Chinya,Kamble,1990-10-29,9999-01-01,Senior Staff,1965-01-16
207980,Remko,Vieth,1989-12-01,9999-01-01,Senior Staff,1965-01-07
208147,Manu,Rothenberg,1988-12-06,9999-01-01,Senior Engineer,1965-01-09
208330,Shen,Flanders,1986-09-12,9999-01-01,Senior Staff,1965-01-11
208639,Larisa,Lukaszewicz,1989-10-10,9999-01-01,Senior Staff,1965-01-27
208639,Larisa,Lukaszewicz,1989-10-10,9999-01-01,Senior Staff,1965-01-27
208653,Phillip,Schade,1989-03-03,9999-01-01,Senior Engineer,1965-01-23
208784,Pranjal,Juneja,1985-03-21,9999-01-01,Senior Engineer,1965-01-30
209101,Xinyu,Edelhoff,1994-09-13,9999-01-01,Senior Engineer,1965-01-05
209443,Krassimir,Garnier,1988-06-23,9999-01-01,Senior Staff,1965-01-19
209565,Dante,Covnot,1989-05-28,9999-01-01,Senior Staff,1965-01-09
209712,Nimmagadda,Baak,1986-01-14,9999-01-01,Engineer,1965-01-17
210017,Shalesh,Lovengreen,1990-09-29,9999-01-01,Senior Staff,1965-01-28
210292,Lihong,Zeilberger,1994-09-15,9999-01-01,Staff,1965-01-18
210449,Gino,Lagarias,1997-04-20,9999-01-01,Engineer,1965-01-19
210752,Saniya,Stenning,1986-12-10,9999-01-01,Senior Staff,1965-01-25
210786,Werner,Ranze,1994-07-25,9999-01-01,Staff,1965-01-31
211858,Domenico,Ratnaker,1985-03-24,9999-01-01,Senior Engineer,1965-01-08
211879,Gao,Ranze,1994-11-24,9999-01-01,Senior Engineer,1965-01-12
211967,Anwar,Bain,1989-01-22,9999-01-01,Senior Engineer,1965-01-07
212093,Leni,Henders,1991-09-07,9999-01-01,Senior Staff,1965-01-11
212154,Sailaja,Holburn,1987-07-11,9999-01-01,Senior Staff,1965-01-17
212361,Claudi,Stanfel,1992-01-11,9999-01-01,Senior Engineer,1965-01-16
213016,Yongmao,Fontan,1993-07-26,9999-01-01,Senior Engineer,1965-01-22
213140,Tru,Danecki,1997-03-31,9999-01-01,Staff,1965-01-10
213384,Pranas,Narwekar,1985-09-26,9999-01-01,Senior Engineer,1965-01-04
213447,Armond,Perly,1989-09-14,9999-01-01,Senior Engineer,1965-02-01
214215,Xiaoqiang,Cardazo,1987-05-19,9999-01-01,Senior Staff,1965-01-25
214391,Rayond,Klassen,1993-09-11,9999-01-01,Senior Staff,1965-01-15
214427,Peer,Molberg,1986-06-15,9999-01-01,Engineer,1965-01-29
214539,Ingmar,Kohling,1990-11-26,9999-01-01,Engineer,1965-01-27
214634,Shirish,Vickson,1989-10-24,9999-01-01,Senior Engineer,1965-01-12
214789,Arfst,Chepyzhov,1987-06-24,9999-01-01,Senior Engineer,1965-01-28
214866,Gopalakrishnan,Angel,1985-09-19,9999-01-01,Senior Engineer,1965-02-01
214995,Dinkar,Hoppenstand,1986-11-18,9999-01-01,Engineer,1965-01-12
215419,Flemming,Kroha,1995-01-23,9999-01-01,Staff,1965-01-16
215629,Munehiro,Manders,1987-05-18,9999-01-01,Senior Staff,1965-01-15
215746,Sven,Speer,1992-07-15,9999-01-01,Staff,1965-01-08
215843,Pramod,Loncour,1987-03-31,9999-01-01,Senior Staff,1965-01-30
216054,Sahrah,Angiulli,1985-12-28,9999-01-01,Senior Staff,1965-01-24
216342,Aiichiro,Cromarty,1990-08-18,9999-01-01,Senior Engineer,1965-01-22
216375,Byong,Gustavson,1985-03-12,9999-01-01,Senior Engineer,1965-01-16
216502,Xiaocheng,Suermann,1987-08-08,9999-01-01,Engineer,1965-01-26
216573,Ashish,Vidya,1989-06-16,9999-01-01,Senior Engineer,1965-01-29
216921,Lena,Lenart,1990-12-25,9999-01-01,Senior Staff,1965-01-22
217026,Otmar,Engberts,1993-08-16,9999-01-01,Senior Staff,1965-01-11
217080,Masami,Puoti,1986-06-14,9999-01-01,Senior Engineer,1965-01-12
217272,Yuchang,Eldridge,1986-08-01,9999-01-01,Senior Staff,1965-01-21
217286,Yannik,Spelt,1992-09-22,9999-01-01,Technique Leader,1965-01-05
217320,Abdelwaheb,Denis,1988-06-17,9999-01-01,Engineer,1965-01-10
217363,Horward,Marzano,1985-07-11,9999-01-01,Staff,1965-01-14
217387,Jianhao,Molenaar,1987-10-22,9999-01-01,Senior Engineer,1965-01-21
217551,Panayotis,Lukaszewicz,1986-08-25,9999-01-01,Senior Engineer,1965-01-02
217800,Shay,Servieres,1987-04-11,9999-01-01,Senior Staff,1965-02-01
218022,Mokhtar,Poupard,1987-06-18,9999-01-01,Technique Leader,1965-01-26
218100,Jiong,Garnham,1990-01-02,9999-01-01,Senior Staff,1965-01-24
218831,Unal,DuBourdieux,1996-03-13,9999-01-01,Engineer,1965-01-16
219035,Kristine,Bierman,1988-05-13,9999-01-01,Technique Leader,1965-01-18
219047,Aemilian,Kusalik,1987-05-27,9999-01-01,Senior Engineer,1965-01-30
219052,Marsal,Acton,1995-08-02,9999-01-01,Staff,1965-01-06
219417,Subhrajyoti,Denna,1986-12-02,9999-01-01,Staff,1965-01-29
219497,Moie,Zastre,1991-10-11,9999-01-01,Technique Leader,1965-01-22
219967,Susanna,Reeken,1994-08-15,9999-01-01,Senior Staff,1965-01-16
220029,Demos,Asser,1985-11-04,9999-01-01,Senior Engineer,1965-01-17
220131,Reinhard,Slaats,1991-12-01,9999-01-01,Senior Engineer,1965-01-09
220418,Poorav,Laventhal,1994-11-14,9999-01-01,Staff,1965-01-23
220528,Sibyl,Rabehasaina,1995-04-07,9999-01-01,Senior Staff,1965-01-06
220582,Poornachandra,Zielinski,1986-12-20,9999-01-01,Senior Staff,1965-01-08
220611,Yuping,Babb,1995-01-31,9999-01-01,Senior Staff,1965-01-23
220625,Shigenori,Deville,1992-12-24,9999-01-01,Technique Leader,1965-01-25
